"NAME","ADDR 1","City","State","Zip","Phone#"
"JEANITAS ACTIONWEAR","6593 PEARL RD.","PARMA HEIGHTS","OH",44130,(440) 842-5410
"JELLYBEANS","2646 SOUTH GLENSTONE","SPRINGFIELD","MO",65804,(417) 889-2117
"JENNY JON FINE FOOTWEAR, CORP.","32 FASHION CENTER","PARAMUS","NJ",07652,(201) 612-9190
"JETE'","4312 HOLLAND ROAD SUITE 117","VIRGINIA BEACH","VA",23455,(757) 486-5383
"JITTERBUGS","572 BOSTON POST ROAD","MILFORD","CT",06460,(203) 882-0502
"JOAN SHEPP","1616 WALNUT STREET","PHILADEPHIA","PA",19103,(215) 735-2666
"JOY OF MOVEMENT","17 DANBURY ROAD","RIDGEFIELD","CT",06877,(203) 438-4555
"JOY'S DANCEWEAR","181-4 HUGHES ROAD","MADISON","AL",35758,(256) 461-0049
"JT'S DANCEWEAR","2224-4TH STREET","WHITE BEAR LAKE","MN",55110,(651) 653-9992
"JUDY'S DANCE SHOPPE","2762 NORTH GREEN VALLEY PKWY","HENDERSON","NV",89014,(702) 450-7900
"JUDY'S DANCE SHOPPE","4001 S. VIRGINIA ST.","RENO","NV",89502,(775) 825-1800
"JUICE, LLC","2241 SEGARS MILLPOND ROAD","HEARTSVILLE","SC",29550,(843) 332-4437
"JULEP","7161BISHOP ROAD STE G3","PLANO","TX",75024,(214) 460-9118
"JULIAN'S CLOTHES LINE","9825-31 SAN JOSE BLVD","JACKSONVILLE","FL",32257,(904) 880-0111
"JULIE R DANCEWEAR & ACC.","344 ROSENDALE STREET SUITE 1A","BEAVER DAM","WI",53916,(920) 887-3262
"JUMP & JIVE","4013 N. MITCHELL DRIVE","ARLINGTON HEIGHTS","IL",60004,(847) 564-9120
"JUMPING JELLYFISH","34 HUGUS ALLEY","PASADENA","CA",91103,(626) 578-1838
"JUNE'S DANCEWEAR","1921 EAST ABRAM","ARLINGTON","TX",76010,(817) 275-2303
"JUNIOR MODE SHOES & DANCE","5845 RIVERDALE ROAD","RIVERDALE","MD",20737,(301) 779-1146
"JUST FOR DANCE","425 HARBOR BLVD. #3B","BELMONT","CA",94002,(650) 593-2902
"JUST FOR FUN","6015 PACIFIC STREET SUITE 7","ROCKLIN","CA",95677,(916) 632-7197
"JUST FOR KIX/DANCE ETC","7842 COLLEGE ROAD","BAXTER","MN","56425     ",(800) 762-3347
"JUSTINE'S DANCE WEAR","594 WASHINGTON STREET","SOUTH EASTON","MA",02375,(508) 238-4969
"K & K DANCEWEAR","138 MAIN ST.","ONEIDA","NY",13421,(315) 363-5898
"KAMDYN'S KLOSET","124 WEST OKLAHOMA AVENUE","GUTHRIE","OK",73044,(405) 293-9718
"KARABEL DANCEWEAR","4621 VAN NUYS BLVD.","SHERMAN OAKS","CA",91403,(818) 385-1635
"KARABEL DANCEWEAR","3901 WEST MAGNOLIA BLVD","BURBANK","CA",91505,(818) 955-8480
"KAREN'S DANCE SUPPLY INC.","4047 MARINER BLVD","SPRING HILL","FL",34609,(352) 686-3566
"KAT'S MEOW","138 W. 3RD STREET","CHICO","CA",95926,(530) 899-8811
"KAY CLAY","813 EAST OGDEN AVE","NAPERVILLE","IL","60563",(630) 963-4252
"KAY CLAY INT.","245 N. CASS AVE.","WESTMONT","IL",60559,(630) 963-4252
"KC  DANCEWEAR","330 W. FELICITA AVE. C-3","ESCONDIDO","CA",92025,(760) 480-5674
"KEATING-CAPEZIO, INC.","10123 N. WOLFE RD.   SP #2130","CUPERTINO","CA",95014,(408) 996-0466
"KEEDO CLOTHES, INC.","12100 FN. MAY AVENUE","OKLAHOMA CITY","OK",73120,(405) 607-0887
"KEETONS KIDS","101 CLOVERHILL AVE","COLONIAL HEIGHTS","VA",23834,(804) 526-1994
"KEMBREL, INC","1219 LOCUST STREET","PHILADELPHIA","PA",19107,
"KEMP'S SHOE SALON & BOUTIQUE","3385 OCEAN DRIVE","VERO BEACH","FL",32963,(772) 231-2771
"KENZIE KIDS","200 LINDEN STREET","WELLSLEY","MA",02482,(781) 237-3666
"KICKLINE DANCE APPAREL","330 TENNANT AVE. SUITE 150","MORGAN HILL","CA",95037,(408) 779-2691
"KICKS","1014 OAK STREET","CONWAY","AR",72032,(501) 327-9666
"KICKS","801 CERRILLOS RD","SANTA FE","NM",87505,(505) 982-9277
"KICKS","TWO JEFFERSON AVE SE","GRAND RAPIDS","MI",49503,(616) 776-5966
"KICKS FOR KIDS","9635 S. INDIANAPOLIS","TULSA","OK",74137,(918) 671-3886
"KICKS-N-SPLITS","228 N. YORK ROAD","HATBORO","PA",19040,(215) 675-4409
"KID DREAMS","2069 WEST BULLARD AVENUE","FRESNO","CA",93711,(559) 439-4210
"KID O SHOES","2438 W. ANDERSON LANE","AUSTIN","TX",78757,(512) 467-7463
"KID SHOP, THE","116 SW 3RD","CORVALLIS","OR",97333,(541) 754-0185
"KIDDIE SHOE PLUS, INC","70 EAST RT 59","NANUET","NY",10954,(845) 623-8878
"KIDRAGEOUS","8009 VENTOR AVENUE","MARGATE","NJ",08402,(609) 487-0488
"KIDS CLOSET, THE","424 EAST WHEELING STREET D-4","WASHINGTON","PA",15301,
"KIDS N GLAMOUR","163 LEE AVENUE","BROOKLYN","NY",11211,(718) 388-2229
"KIDS SHOPPE AT TECHE DRUG","501 JEFFERSON STREET","LAFAYETTE","LA",70501,(337) 235-4578
"KIDS SHOPPE, THE","501 JEFFERSON","LAFAYETTE","LA",70502,(337) 235-4578
"KIDSBURGH CLOTHING STORES","4500 WEST VILLAGE PLAZA STE 1011","SMYRNA","GA",30080,(404) 819-1334
"KIDZ","10201 SW 69TH AVENUE","MIAMI","FL",33156,(305) 666-5900
"KIM-LEE DANCE & GYM WEAR, LLC","3529 HERITAGE TRACE PARKWAY SUITE 113","FORT WORTH","TX",76244,(817) 266-0809
"KINNEY DANCEWEAR","2434 E. 62ND ST.","INDIANAPOLIS","IN",46220,(317) 255-8111
"KINNEY DANCEWEAR","14765 HAZEL DELL CROSSING SUITE #800","NOBELSVILLE","IN","46062",(317) 581-1800
"KINNEY DANCEWEAR II","1850 SOUTH HURSTBOURNE PKWY #117","LOUISVILLE","KY","40220     ",(371) 252-2685
"KINNEY DANCEWEAR II","2434 E. 62ND STREET","INDIANAPOLIS","IN",46220,(502) 499-6262
"KINZIE & COMPANY","103 EAST MAIN STREET","ARDMORE","OK",73401,(580) 224-9644
"KITSON LA","115 S ROBERTSON BLVD","LOS ANGELES","CA",90048,(310) 859-2652
"KITTY'S CLOSET","15811  WEST DODGE ROAD","OMAHA","NE","68118",(402) 493-6525
"KITTY'S KLOSET","16880 PARKER PLAZA","OMAHA","NE",68118,(402) 491-3362
"KIWI BABY","1636 WASHINGTON STREET","BOSTON","MA",02118,(617) 247-2229
"KIWI DESIGN","119 7TH AVENUE","BROOKLYN","NY",11215,(718) 622-5551
"KIXX","1730 EAST WOODLAWN RD STE G","CHARLOTTE","NC",28209,(704) 676-1517
"KK'S","7706 WATERS AVENUE","SAVANNAH","GA",31406,(912) 691-0150
"KLASSY KIDS","948-A SUNSET BLVD","JESUP","GA",31545,(912) 427-8711
"KNIT WITS","128 SOUTH 17TH STREET","PHILADELPHIA","PA",19103,(609) 822-9442
"KOHLI DANCE INC","3129 DUBUQUE STREET NE","IOWA CITY","IA",52240,(319) 266-6822
"KOOKY KIDSTUFF","47 W 15TH STREET UNIT B","CHICAGO","IL",60605,(312) 527-0552
"KRAZY CUTE COUTURE","2469 EAST 11TH STREET","ODESSA","TX",79761,(432) 258-9983
"KRE-8-TIVE  MOVEMENTS","151 CR 485","WOODLAND","AL",36280,(256) 405-5072
"KRIK-IT","5 RIVER ROAD","WILTON","CT",06897,(203) 210-7222
"LA BELLE FASHION","117 EAST WISCONSIN AVENUE","ONCONOMOWOC","WI",53066,(262) 501-2852
"LA CROSSE DANCE CENTER","2716 COMMERCE ST","LA CROSSE","WI",54603,(608) 783-5155
"LA DANCEWEAR LLC","637 OHIO PIKE SUITE G","CINCINNATI","OH",45245,(513) 753-6611
"LA LUNA DANCEWEAR","33 BULLET HILL RD. SUITE 307","SOUTHBURY","CT",06488,(203) 262-1829
"LA STRADA DANCE","770-01 GRAND BLVD.","DEER PARK","NY",11729,(631) 242-1401
"LABELLA  FLORA","4571 CR-35","AUBURN","IN",46706,(260) 927-9951
"LABRIE FAMILY FOOTWEAR","375 PUTNAM PIKE","SMITHFIELD","RI",02917,(401) 232-2266
"LADS, INC.","901 SOUTH MAIN STREET","ABERDEEN","SD",57401,(605) 380-5674
"LADY BIRD","2556 MISSION STREET","SAN MARINO","CA",91108,(626) 437-4770
"LADY SLIPPER BOUTIQUE","4940 FRANCE AVENUE","EDINA","MN",55410,(952) 224-1900
"LADYBUGS AND LIZARDS","1389 E. 15TH STREET #128","EDMOND","OK",73013,(405) 348-2121
"LALA AND COMPANY","125 MAIN STREET","AMORY","MS",38821,(662) 256-9288
"LAMB'S EAR","1019 ST. MARY'S STREET","RALEIGH","NC",27605,(919) 828-4774
"LANEY'S PLACE","1830 29TH AVENUE SOUTH STE 135","HOMEWOOD","AL",35209,(205) 877-4005
"LARKIN DANCE STUDIO","3000 WHITE BEAR AVE","MAPLEWOOD","MN",55109,(651) 770-0764
"LAS VEGAS DANCE SHOPPE, THE","GREEN VALLEY PLAZA 2762 NORTH GREEN VALLEY PKWY","HENDERSON","NV","89014     ",(702) 450-7900
"LASHARS DANCE IMAGE","50 EAST 700 NORTH","LOGAN","UT",84321,(435) 752-4900
"LAURA'S STUDIO OF","2612 HELTON DRIVE","FLORENCE","AL",35630,(256) 760-0758
"LAUREN ALEXANDRA","322 W 63RD STREET","KANSAS CITY","MO",64113,(816) 822-2539
"LAUREN'S CLOSET","1420 PARK STREET","ALAMEDA","CA",94501,(510) 865-2219
"LEAF AND PETAL","439 CALIFORNIA AVENUE","PALO ALTO","CA",94306,(650) 329-8070
"LEAPIN LEOTARDS","7340 BLANCO ROAD  #120","SAN ANTONIO","TX","78216     ",(210) 342-1464
"LEAPIN LEOTARDS","5320 GULFTON  STE. 1","HOUSTON","TX",77081,(713) 432-0202
"LEBO'S, INC.","2321 CROWN CENTRE DRIVE","CHARLOTTE","NC",28227,(704) 321-5000
"LELA LU'S ACTIVEWEAR BTQ, INC","105 SOMERSET PLACE SUITE D","CARROLLTON","GA",30116,(770) 836-8201
"LEMON MERINGUE","1000 HIGHLAND COLONY PKWY #1007","RIDGELAND","MS",39157,(601) 853-2611
"LEMONADE","1038 LEXINGTON AVE","NEW YORK","NY",10021,(212) 585-4371
"LEOTARD INC., THE","2432 NORTH EAST MLK BLVD","PORTLAND","OR",97212,(503) 284-9244
"LEOTARD SHOP, THE","2922 MARKET ST.","PASCAGOULA","MS",39567,(228) 762-5845
"LEOTARDI","12120 SOUTHWEST 131ST AVENUE","MIAMI","FL",33186,(305) 254-1677
"LES GALS ACTIVEWEAR","2337 DISTRIBUTION CIRCLE","SILVER SPRING","MD",20910,(301) 608-3237
"LESTER HARRY'S","115  NEWBURY STREET","BOSTON","MA",02116,(617) 927-5400
"LESTERS","2411 CONEY ISLAND AVE","BROOKLYN","NY",11223,(718) 375-7337
"LET'S DANCE!","8200 NORTH MAIN STREET","BAYTOWN","TX",77520,(713) 816-0455
"LI-BO'S DANCE BARRE, INC.","1025 WEST MAIN","DOTHAN","AL",36301,(334) 794-8523
"LIL DUDES & DIVAS","1448 S. BRYANT AVENUE","EDMOND","OK",73034,(405) 330-8500
"LIL FOOTPRINTS","5109 13TH AVE","BROOKLYN","NY",11219,(718) 666-2511
"LIL' LAMB SHOP","167 SUITE Q JENNIFER ROAD","ANNAPOLIS","MD",21401,(410) 266-3303
"LIL SWEET PEAS","17020 WEST MAIN","CUT OFF","LA",70345,(985) 325-7327
"LILLE BOUTIQUE","1007 EAST BURNSIDE","PORTLAND","OR",97214,(503) 232-0333
"LILLYLU","424 EAST MAIN STE 102B","BOZEMAN","MT",59715,(406) 587-6364
"LIL'RASKALS","25 EAST 11400 SOUTH","SANDY","UT",84070,(801) 916-1510
"LILY AND CO.","95 WEST DELONEY","JACKSON","WY",83001,(307) 732-2211
"LINES FOR THE BODY LLC","2035 ESSEX ROAD","WILLISTON","VT",05495,(802) 878-8988
"LITTLE COTTAGE, THE","230 FRANKLIN ROAD 11-R","FRANKLIN","TN",37064,(615) 794-1405
"LITTLE DANCE SHOP","5626 NORTH 91ST STREET","MILWAUKEE","WI",53225,(414) 463-8530
"LITTLE ERIC","15 EAST ELM STREET","GREENWICH","CT",06830,(203) 622-1600
"LITTLE FEET","506 EMPIRE BLVD","BROOKLYN","NY",11225,(718) 778-0078
"LITTLE LAMBS & IVY","2816 DEVINE STREET","COLUMBIA","SC",29205,(803) 343-8787
"LITTLE LOUNGERS","811 EAST END AVENUE","LAKEWOOD","NJ",08701,(732) 942-6536
"LITTLE LOUNGERS-BORO PARK","4719-13TH AVENUE","BROOKLYN","NY",11219,(718) 972-6124
"LITTLE LOUNGERS-WILLIAMSBURG","169 LEE AVENUE","BROOKLYN","NY",11211,(718) 972-6124
"LITTLE MONSTERS","2445 NORTH FARWELL AVENUE","MILWAUKEE","WI",53211,(414) 659-1447
"LITTLE PEOPLE OUTFITTERS LLC","2216 43RD STREET","MERIDIAN","MS","39305",(601) 483-2623
"LITTLE PILLOW, THE","187 SOUTH 9TH STREET","BROOKLYN","NY",11211,(718) 782-1089
"LITTLE SHOES","359 COURT STREET","PLYMOUTH","MA",02360,(508) 747-2226
"LITTLE SHOP FOR BABIES","42 TERRY ROAD","SMITHTOWN","NY",11787,(631) 366-2229
"LITTLE SHOP, THE","12921 SW 1ST ROAD STE 117","NEWBERRY","FL",32669,(352) 505-0466
"LITTLE THREADS","2033 WEST ROSCOE","CHICAGO","IL",60618,(773) 327-9310
"LITTLE TOES","421 KINGSTON AVE","BROOKLYN","NY",11225,(718) 207-9408
"LIVE IT CLOTHING","4210 SOUTH POPLAR STREET","CASPER","WY","82601",(307) 315-1535
"LIVELY ARTS ACADEMY, INC","919A W. 55TH STREET","COUNTRYSIDE","IL",60525,(708) 482-4240
"LIZARDS & LACE CHILDREN'S BTQ","136 SOUTH MAIN STREET","GOODLETTSVILLE","TN",37072,(615) 859-5225
"LOLA BABY","100 N GLENDORA AVENUE, #100","GLENDORA","CA",91741,(626) 335-6060
"LOLLIPOP","1813 SOUTH CATALINA AVE","REDONDO BEACH","CA",90277,(310) 375-8787
"LOLLIPOP","10604 SOUTH LA CIENEGA","INGLEWOOD","CA",90304,(966) 504-6901
"LOLLIPOP GUILD, THE","374 POST ROAD EAST","WESTPORT","CT",06880,(203) 221-0123
"LOLLIPOSH","5985 ALTA LOMA COURT","GRANITE BAY","CA",95746,(916) 660-9530
"LONGWOOD DANCE SUPPLY","633 W. CYPRESS STREET","KENNETT SQUARE","PA",19348,(610) 444-3530
"LONNIE'S & ROBERT'S","3300 CHIMNEY ROCK RD SUITE 305","HOUSTON","TX",77056,(713) 838-7773
"LORELEI'S DANCEWEAR","125 EAST NORTH STREET SUITE 121","NEW CASTLE","PA",16101,(724) 657-5678
"LORETTA'S POINTE","3305 ORCHARD LAKE ROAD","KEEGO HARBOR","MI",48620,(248) 738-9496
"LORI'S DANCEWEAR","229 DOWLEN ROAD SUITE 2A","BEAUMONT","TX",77706,(409) 860-1984
"LORI'S FAMILY FOOTWEAR","786 TENNESSEE AVE SOUTH","PARSONS","TN",38363,(731) 847-7203
"LOST AND FOUND","6314 YUCCA STREET","HOLLYWOOD","CA",90028,(323) 856-0921
"LOTUS","1451 MAIN  STREET","SARASOTA","FL",34236,(941) 906-7080
"LOU BABS & MOOGS","95A MAIN STREET","PORT WASHINGTON","NY",11050,(516) 883-8585
"LOVE 2 DANCE","2031 EAST FAIRVIEW SUITE #102","MERIDIAN","ID",83642,(208) 866-4049
"LOVE SHOES","26 CHITTENDEN AVE","TUCKAHOE","NY",10707,(917) 664-2015
"LU LU BELLE OF NAPLES","1485 PINE RIDGE ROAD","NAPLES","FL",34109,(239) 598-1217
"LUCY & ETHEL'S INC.","15262 CANAL","CLINTON TWP","MI",48038,(586) 263-4350
"LULLABY BABY","488 5TH AVE","BROOKLYN","NY",11215,(718) 499-2742
"LULU BELLES","1901 MANHATTAN BLVD","HAREY","LA",70058,(504) 366-5369
"LYNCH'S, INC.","939 HOWARD ST.","DEARBORN","MI",48124,(313) 565-3425
"LYNN BASSETT DANCE FACTORY","2956 29TH STREET #19","GREELEY","CO",80631,(970) 506-9040
"M.A.ZING DANCEWEAR","3704 A WEST 23RD STREET","PANAMA CITY","FL","32405",(850) 640-0123
"MADI'S PLACE","110 A HILLCREST DRIVE","ANDALUSIA","AL",36420,(334) 222-4037
"MADISON","1028 OBERLIN ROAD #530","RALEIGH","NC",27605,(919) 754-1102
"MADISON & FRIENDS","43 EAST OAK STREET","CHICAGO","IL",60611,(312) 642-6403
"MADISON'S DANCEWEAR","161 LONG RD. SUITE 100","CHESTERFIELD","MO",63005,(636) 537-5456
"MADY & ME","25960 CLOVER COURT","LAWRENCE","KS",66044,(816) 810-6032
"MAGIC CITY COSTUMES","509 GRANT ROAD","EAST WENATCHEE","WA",98802,(509) 884-6919
"MAGIC CITY COSTUMES","103 EASTMONT AVE.","EAST WENATCHEE","WA","98802",(509) 884-6919
"MAGIC MAKERS COSTUME INC","545 4TH AVENUE","HUNTINGTON","WV",25701,(304) 525-5333
"MAGIC WARDROBE, THE","108 WEST WASHINGTON STREET","MIDDLEBURG","VA",20118,(540) 687-3363
"MAGIC WINDOWS","1186 MADISON AVE.","NEW YORK","NY",10028,(212) 289-0028
"MAIN STREET DANCE","111 S. FIRST STREET","PEOTONE","IL",60468,(708) 258-3656
"MAIN STREET DANCE","604 WEST THIRD ST.","THIBODAUX","LA",70301,(985) 446-7799
"MAINLY SHOES","248 WEST GARDEN STREET","PENSACOLA","FL",32501,(850) 438-7114
"MAKE BELIEVE","10950-45 SAN JOSE BLVD","JACKSONVILLE","FL","32223",(904) 880-2288
"MAKE BELIEVE COSTUMES & DANCEWEAR, INC.","1855 PARENTAL HOME ROAD","JACKSONVILLE","FL",32216,(904) 645-6337
"MANHATTAN DENIUM","920 MANHATTAN AVE","MANHATTAN BEACH","CA",90266,(310) 798-5326
"MARCIA'S ATTIC","32 NORTH DEAN STREET","ENGLEWOOD","NJ",07631,(201) 894-5701
"MARGO'S DANCETRENDS DANCE WEAR","1098-A  CITY ROAD","PERKINSTON","MS",39573,(601) 928-9999
"MARILYN SCHOOL OF DANCE","1007 SUPERIOR AVE","TOMAH","WI",54660,(608) 372-7488
"MARISSA COLLECTION","1167 3RD STREET SOUTH STE 207","NAPLES","FL",34102,(239) 687-1150
"MARK'S DANCEWEAR","6212 MERLE HAY ROAD, SUITE D","JOHNSTON","IA",50131,(515) 270-0744
"MARY ANNS DANCE AND MORE","56 COTTAGE STREET","EASTHAMPTON","MA","01027",(413) 282-0054
"MAUREEN'S DANCE SHOP","4016  PORTSMOUTH BLVD.","CHESAPEAKE","VA",23321,(757) 488-8424
"MAYSCO DANCE SUPPLIES","1225 MCKINNEY RD","BOISE","ID",83704,(208) 375-2727
"MAYSCO DANCE SUPPLIES","1225 MCKINNEY ROAD","BOISE","ID","83704",(208) 375-2727
"MEADOW","4300 MCCULLOUGH AVE","SAN ANTONIO","TX",78212,(210) 822-2764
"MEG'S SWIMWEAR","307 LASKIN ROAD","VIRGINIA BEACH","VA",23451,(757) 428-7945
"MEL AND ME","74 HILLSIDE ROAD","CRANSTON","RI",02820,(401) 943-4648
"MELBA'S","605 MCCOLL CIRCLE","MC ALLEN","TX",78501,(956) 686-1411
"MELBOURNE DANCEWEAR INC.","442 N. HARBOR CITY BLVD.","MELBOURNE","FL",32935,(321) 259-9922
"MELERO BOUTIQUE","700 W. E. STREET UNIT 514","SAN DIEGO","CA",92101,(915) 892-7411
"MENDOCINO BALLET","205 S. STATE STREET","UKIAH","CA",95482,(707) 463-2290
"MERINGUE","1393 N HIGHLAND AVENUE NE","ATLANTA","GA",30306,(404) 724-0960
"MICHAEL HAYES FOR KIDS","202 BELLEVUE AVENUE","NEWPORT","RI",02804,(401) 846-8390
"MICHELE'S DANCE SHOP","521 N.MAIN ST","LOGAN","UT","84321",(435) 753-6070
"MICHELES SHOES OF ROCHESTER","2807 SOUTH ROCHESTER ROAD","ROCHESTER","MI",48307,(248) 853-0020
"MIDSUMMER NIGHTS","443 MAIN STREET","CHATHAM","MA",02633,(508) 945-5562
"MILANI BOUTIQUE","65 EAST OAK STREET","CHICAGO","IL",60611,(312) 587-0570
"MILLERS","335 MAMARONECK AVE","MAMARONECK","NY",10543,(914) 698-5070
"MILLIE MOO'S BOUTIQUE","416 EAST SPRING STREET","COOKEVILLE","TN",38506,(931) 528-1667
"MILLIE'S DANCEWEAR","129 W. BADILLO STREET","COVINA","CA",91723,(626) 915-8949
"MINI ME","900 NORTH MICHIGAN","CHICAGO","IL",60611,(312) 988-4011
"MINT","1121-09 UPTOWN PARK BLVD","HOUSTON","TX",77056,(713) 977-4460
"MIRABELLA","605C METAIRIE ROAD #C","METAIRIE","LA",70005,(504) 828-3888
"MISHA'S DANCE","3316 W. BELL #C","PHOENIX","AZ",85053,(602) 863-2623
"MISS LIBBYS DANCE SHOP","155 ""W"" WESMARK BLVD.","SUMTER","SC",29150,(803) 469-8277
"MISTER DON SHOES & DANCE","84 FOLLY ROAD","CHARLESTON","SC",29409,(843) 766-5841
"MON PETIT","1761 46TH STREET","BROOKLYN","NY",11204,(718) 853-5410
"MONACO SHOES","1110 LEXINGTON AVENUE","NEW YORK","NY",10021,(212) 452-2010
"MONDE KIDS","319 EAST COMA, STE 142","HIDALGO","TX",78557,(956) 772-1758
"MONONA'S LA BOUTIQUE","6332 MONONA DR.","MADISON","WI",53716,(608) 221-4535
"MONTMARTRE","10 COLUMBUS CIRCLE","NEW YORK","NY",10019,(212) 823-9821
"MOORE'S DANCEWEAR","4068 REDONDO BEACH","TORRANCE","CA",90504,(310) 370-3018
"MORGAN IMPORTS","113 S GREGSON STREET","DURHAM","NC",27701,(919) 688-1150
"MORRIS COSTUMES","4300 MONROE ROAD","CHARLOTTE","NC",28205,(704) 333-4653
"MOTHER'S GIFT, A","6200 WEST PARKER ROAD STE 390","PLANO","TX",75093,(972) 981-3788
"MOTION UNLIMITED","218 SOUTH WABASH SUITE #270","CHICAGO","IL",60604,(312) 922-3330
"MOTIONS","628 SIXTH STREET","RAPID CITY","SD",57701,(605) 721-1620
"MOTIONS DANCE & FITNESS SHOPPE","3020 TOWNSHIP LINE RD","DREXEL HILL","PA",19026,(610) 789-2133
"MOVEMENTS","7711 ST. ANDREWS RD. SUITE D","IRMO","SC",29063,(803) 781-4116
"MOVERS & SHAKERS-DANCE FITNESS & LEISURE WEAR","497 CEDAR LANE","TEANECK","NJ",07666,(201) 907-0200
"MOVIN EASY","404- B  WEST 30TH","AUSTIN","TX",78705,(512) 474-0980
"MOVING CO. THE","644 LOVETTS","GRAND RAPIDS","MI",49506,(616) 459-0320
"MOVING COMPANY","3782 29TH ST.","KENTWOOD","MI",49512,(616) 459-0320
"MOXIE","51 CHARLES STREET","BOSTON","MA",02114,(617) 557-9991
"MS. DANCEWEAR INC.","1870 E. MAIN STREET","MOHEGAN LAKE","NY",10547,(914) 526-8380
"MUDPIE","2185 FILLMORE ST","SAN FRANCISCO","CA",94115,(415) 771-9262
"MULBERRY & ME","2019 W DIVISION STREET","CHICAGO","IL",60622,(773) 952-7551
"MULTNOMAH ATHLETIC CLUB","1849 S.W. SALMON STREET","PORTLAND","OR",97205,(503) 223-6251
"MURPHY DANCE STUDIO","1211 W. 2ND AVE","ALBANY","GA",31707,(229) 432-2444
"MUSE","860 S. LOS ANGELES ST LOBBY 110","LOS ANGELES","CA",90014,(213) 955-9282
"MUSIC GENERAL, INC.","416 S. 7TH STREET","BRAINERD","MN",56401,(218) 829-0076
"MY DANCE BAG","900 TOWNSHIP LANE","CHERRY HILL","NJ",08002,(856) 428-8844
"MY DANCE SHOP","74040 HWY 111 SUITE D","PALM DESERT","CA",92260,(760) 779-5901
"MY FORTE","3394 LONG BEACH","OCEANSIDE","NY",11572,(516) 766-9458
"MY KIDS KORNER","711 MONTGOMERY AVE","NARBETH","PA",19072,(610) 668-6404
"MY KONOS","493 GLEN EAGLE SQUARE","GLEN MILLS","PA",19342,(610) 558-8000
"MY LITTLE DIMPLE","201 SOUTH BEVERLY DRIVE","LOS ANGELES","CA",90212,(213) 624-3339
"MY LITTLE SUNSHINE","177 9TH AVE","NEW YORK","NY",10011,(212) 929-0887
"N' TENDED FOR KID'S, INC.","413 MT. CROSS RD. SUITE 201","DANVILLE","VA",24540,(434) 799-0757
"NANCY'S DANCE BOUTIQUE","1368 BEACH BLVD","JACKSONVILLE BEACH","FL",32250,(904) 446-0041
"NANOO","855 EL CAMINO REAL #34","PALO ALTO","CA",94301,(650) 321-6266
"NAPLES DANCE SUPPLY","6208 TRAIL BLVD","NAPLES","FL",34108,(239) 566-8546
"NCSA BOOK STORE","1533 S. MAIN","WINSTON -SALEM","NC",27127,(336) 770-3328
"NEED SUPPLY","3100 W. CARY STREET","RICHMOND","VA",23221,(804) 355-4383
"NELSON SCHOOL SUPPLY","419 N. 11TH ST.","BOISE","ID",83702,(208) 344-1122
"NEST","400 FAIRFAX STREET","DENVER","CO",80220,(720) 287-1372
"NEW DANCE, INC.","11 RYE RIDGE PLAZA","RYE BROOK","NY",10573,(914) 690-9300
"NEW MEXICO DANCEWEAR","8208 MENAUL N.E.","ALBUQUERQUE","NM",87110,(505) 292-2747
"NEW PROSPECTS","110 SOUTH PROSPECT","PARK RIDGE","IL",60068,(847) 823-2793
"NEW YORK DANCEWEAR COMPANY LTD","188-06 UNION TURNPIKE","FRESH MEADOWS","NY",11366,(718) 464-8019
"NEXT WORTH AVENUE","223 WORTH AVENUE","PALM BEACH","FL",33480,(561) 833-3075
"NICOLE HELMEID","1211 6TH AVE 17th FLOOR","NEW YORK","NY",10036,(212) 301-3961
"NOAH NE","5300 BEACH BLVD #15","BUENA PARK","CA",90621,(714) 521-1235
"NOVECENTO BOUTIQUE","8002 EAST COAST HIGHWAY","NEWPORT BEACH","CA",92657,(949) 715-1700
"NSTYL PERFORMANCE WEAR","3840 VINELAND RD. SUITE 100","ORLANDO","FL",32811,(407) 418-1275
"NURSERY RHYMES","5055 I-55","JACKSON","MS",39211,(601) 368-9997
"NURTURE","19 WEST LANCASTER AVE","ARDMORE","PA",19003,(610) 649-0424
"NUTMEG DANCE & THEATER SHOP","62 MAIN STREET","TORRINGTON","CT",06790,(860) 482-4413
"OAK","37 GREENPOINT AVENUE, 4th FL #B4A","BROOKLYN","NY",11222,(718) 782-0521
"OH BABY","3509 GALLERIA","EDINA","MN",55435,(952) 928-9119
"OH BABY","1408 CONEY ISLAND AVENUE","BROOKLYN","NY",11230,(718) 998-7373
"OH BABY","2805 BEE CAVES ROAD #414","AUSTIN","TX",78746,(866) 873-2229
"OH BABY.. CHILDRENS COLLECTION","8210 JEFFERSON HIGHWAY STE B","BATON ROUGE","LA",70809,(225) 930-0089
"OLD FORT SPECIALTY","3107C EAST WASHINGTON","FT. WAYNE","IN","46803",(260) 747-6161
"OLIVIA'S UNIQUES","528 SOUTH NEW HOPE ROAD","GASTONIA","NC",28054,(704) 867-7877
"ON CENTER DANCEWEAR","1521 COOPER ST","MISSOULA","MT",59802,(406) 542-0730
"ON CLOUD 9","1085 SEVEN LOCKS ROAD","POTOMAC","MD",20854,(301) 252-8900
"ON MY OWN","18060 BISCAYNE BLVD","AVENTURA","FL",33160,(305) 932-0032
"ON STAGE","2269 LOUISVILLE AVE","MONROE","LA",71201,(318) 388-2196
"ON STAGE BODYWEAR","8 GLEN ROAD","WEST LEBANON","NH",03784,(603) 298-9061
